,Name,Arts and Humanities 2025,Business and Economics 2025,Computer Science 2025,Education Studies 2025,Engineering 2025,Geo,Industry,International Outlook,Law 2025,Life Sciences 2025,Medical and Health 2025,Overall,Physical Sciences 2025,Rank,Research Environment,Research Quality,Social Sciences 2025,Teaching,URL,World University Rankings 2026,Arts and Humanities,Business and Economics,Computer Science,Education Studies,Engineering,Law,Life Sciences,Medical and Health,Physical Sciences,Psychology,Social Sciences,Female_share,Male_share,International students,No. of FTE students,No. of students per staff,country,town,Overall_num
597,UPES,401.0,301.0,,,,"Dehradun, India",23.2,54.3,,,401.0,43.6–46.1,,501–600,20.9,81.5,,29.6,https://www.timeshighereducation.com/world-university-rankings/upes,501.0,,"Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",,"Communication and Media Studies, Politics and International Studies",30.0,70.0,0.0,9231.0,9.6,India,Dehradun,43.6
598,Victoria University,401.0,301.0,201.0,401.0,401.0,"Footscray, Australia",55.9,71.5,401.0,401.0,301.0,43.6–46.1,,501–600,24.7,74.5,,22.9,https://www.timeshighereducation.com/world-university-rankings/victoria-university,501.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",59.0,41.0,0.25,14540.0,29.4,Australia,Footscray,43.6
599,Wayne State University,601.0,601.0,301.0,401.0,601.0,"Detroit, United States",80.1,42.1,201.0,601.0,301.0,43.6–46.1,401.0,501–600,22.1,72.1,301.0,38.9,https://www.timeshighereducation.com/world-university-rankings/wayne-state-university,501.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",59.0,41.0,0.05,20958.0,12.7,United States,Detroit,43.6
600,Wroclaw Medical University,301.0,,,,,"Wroclaw, Poland",48.1,37.5,,,,43.6–46.1,,501–600,17.9,76.5,,43.5,https://www.timeshighereducation.com/world-university-rankings/wroclaw-medical-university,501.0,,,,,,,,"Medicine and Dentistry, Other Health",,,,77.0,23.0,0.14,6075.0,8.6,Poland,Wroclaw,43.6
601,Yangzhou University,601.0,501.0,251.0,301.0,301.0,"Yangzhou City, China",81.2,45.5,501.0,,601.0,43.6–46.1,,501–600,27.1,70.1,,34.3,https://www.timeshighereducation.com/world-university-rankings/yangzhou-university,501.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Veterinary Science","Medicine and Dentistry, Other Health","Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Sociology",,,0.1,30130.0,12.4,China,Yangzhou City,43.6
602,Yeungnam University,601.0,601.0,301.0,401.0,301.0,South Korea,62.8,65.2,601.0,,251.0,43.6–46.1,,501–600,22.9,75.3,,25.1,https://www.timeshighereducation.com/world-university-rankings/yeungnam-university,501.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",50.0,50.0,0.06,19201.0,15.4,South Korea,South Korea,43.6
603,Zhejiang University of Technology,401.0,601.0,401.0,501.0,601.0,"Hangzhou, China",92.5,37.9,,,601.0,43.6–46.1,,501–600,27.3,69.7,,32.0,https://www.timeshighereducation.com/world-university-rankings/zhejiang-university-technology,501.0,"Art, Performing Art and Design, Languages, Literature and Linguistics","Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, General Engineering",Law,"Agriculture and Forestry, Biological Sciences","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences",Psychology,Sociology,,,0.09,31557.0,13.9,China,Hangzhou,43.6
604,Aberystwyth University,501.0,401.0,401.0,,,"Aberystwyth, United Kingdom",62.1,83.1,,,401.0,39.0–43.5,,601–800,22.2,61.9,,26.9,https://www.timeshighereducation.com/world-university-rankings/aberystwyth-university,601.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,Electrical and Electronic Engineering,Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science",Other Health,"Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",52.0,48.0,0.21,6330.0,15.1,United Kingdom,Aberystwyth,39.0
605,Air University,501.0,501.0,,,,"Islamabad, Pakistan",34.9,49.9,,,501.0,39.0–43.5,,601–800,12.6,83.7,,22.5,https://www.timeshighereducation.com/world-university-rankings/air-university,601.0,"Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,,"Medicine and Dentistry, Other Health","Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies",35.0,65.0,0.0,10530.0,14.5,Pakistan,Islamabad,39.0
606,Alborz University of Medical Sciences,501.0,,,,,"Karaj, Iran",27.0,27.3,,,,39.0–43.5,,601–800,12.7,67.1,,41.3,https://www.timeshighereducation.com/world-university-rankings/alborz-university-medical-sciences,601.0,,,,,,,,"Medicine and Dentistry, Other Health",,,,54.0,46.0,0.0,3765.0,11.5,Iran,Karaj,39.0
607,Aligarh Muslim University,501.0,501.0,501.0,301.0,601.0,"Uttar Pradesh, India",37.2,40.9,601.0,,401.0,39.0–43.5,,601–800,16.8,72.4,,41.3,https://www.timeshighereducation.com/world-university-rankings/aligarh-muslim-university,601.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",39.0,61.0,0.01,21223.0,14.7,India,Uttar Pradesh,39.0
608,Amedeo Avogadro University of Eastern Piedmont,601.0,801.0,601.0,801.0,801.0,"VC, Italy",52.9,47.8,,,301.0,39.0–43.5,,601–800,24.8,70.6,,25.6,https://www.timeshighereducation.com/world-university-rankings/amedeo-avogadro-university-eastern-piedmont,601.0,"History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,,Law,Biological Sciences,"Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Physics and Astronomy",,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",61.0,39.0,0.1,15817.0,35.5,Italy,VC,39.0
609,American University,501.0,301.0,82.0,401.0,401.0,"Washington, D.C., United States",41.6,43.6,301.0,,501.0,39.0–43.5,,601–800,18.6,63.6,,35.7,https://www.timeshighereducation.com/world-university-rankings/american-university,601.0,"Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,General Engineering,Law,"Biological Sciences, Sport Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",64.0,36.0,0.11,13316.0,12.0,United States,Washington,39.0
610,American University in Cairo,401.0,601.0,501.0,601.0,,"New Cairo, Egypt",33.9,71.9,,,601.0,39.0–43.5,,601–800,25.9,53.7,,30.1,https://www.timeshighereducation.com/world-university-rankings/american-university-cairo,601.0,"Archaeology, Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,Biological Sciences,,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Politics and International Studies, Sociology",58.0,42.0,0.08,6233.0,10.4,Egypt,New Cairo,39.0
611,American University of the Middle East,201.0,251.0,,,,"Egaila, Kuwait",27.7,85.6,,,301.0,39.0–43.5,,601–800,19.5,71.9,,29.1,https://www.timeshighereducation.com/world-university-rankings/american-university-middle-east,601.0,,"Accounting and Finance, Business and Management",Computer Science,,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",,,,,,,62.0,38.0,0.15,5014.0,11.1,Kuwait,Egaila,39.0
612,"Amity University, Noida",401.0,401.0,501.0,601.0,501.0,"Noida, India",42.1,50.7,601.0,,301.0,39.0–43.5,,601–800,17.6,76.9,,28.7,https://www.timeshighereducation.com/world-university-rankings/amity-university-noida,601.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science",Other Health,"Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",57.0,43.0,0.14,29510.0,14.9,India,Noida,39.0
613,Anglia Ruskin University (ARU),401.0,501.0,401.0,501.0,301.0,"Cambridge, United Kingdom",34.1,91.0,501.0,,301.0,39.0–43.5,,601–800,14.6,83.6,,18.5,https://www.timeshighereducation.com/world-university-rankings/anglia-ruskin-university-aru,601.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management",Computer Science,Education,"Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",62.0,38.0,0.49,28065.0,27.2,United Kingdom,Cambridge,39.0
614,Auburn University,501.0,401.0,301.0,301.0,401.0,"Auburn, United States",71.8,54.6,401.0,301.0,501.0,39.0–43.5,501.0,601–800,27.9,55.6,,36.5,https://www.timeshighereducation.com/world-university-rankings/auburn-university,601.0,"Architecture, Art, Performing Art and Design, History, Philosophy and Theology, Languages, Literature and Linguistics","Accounting and Finance, Business and Management, Economics and Econometrics",Computer Science,Education,"Chemical Engineering, Civil Engineering, Electrical and Electronic Engineering, General Engineering, Mechanical and Aerospace Engineering",Law,"Agriculture and Forestry, Biological Sciences, Sport Science, Veterinary Science","Medicine and Dentistry, Other Health","Chemistry, Geology, Environmental, Earth and Marine Sciences, Mathematics and Statistics, Physics and Astronomy",Psychology,"Communication and Media Studies, Geography, Politics and International Studies, Sociology",51.0,49.0,0.07,28365.0,18.5,United States,Auburn,39.0
